,state,date,region_name,dailycases,note,CODE_2
146,China,20-02-08,Fujian,15.0,,CHN.4_1
147,China,20-02-09,Fujian,11.0,,CHN.4_1
148,China,20-02-10,Fujian,11.0,,CHN.4_1
149,China,20-02-11,Fujian,6.0,,CHN.4_1
150,China,20-02-12,Fujian,5.0,,CHN.4_1
151,China,20-02-13,Fujian,7.0,,CHN.4_1
152,China,20-02-14,Fujian,2.0,,CHN.4_1
153,China,20-02-15,Fujian,4.0,,CHN.4_1
154,China,20-02-16,Fujian,2.0,,CHN.4_1
155,China,20-02-17,Fujian,3.0,,CHN.4_1
156,China,20-02-18,Fujian,2.0,,CHN.4_1
157,China,20-02-19,Fujian,1.0,,CHN.4_1
158,China,20-02-20,Fujian,0.0,,CHN.4_1
159,China,20-02-21,Fujian,0.0,,CHN.4_1
160,China,20-02-22,Fujian,0.0,,CHN.4_1
161,China,20-02-23,Fujian,0.0,,CHN.4_1
162,China,20-02-24,Fujian,0.0,,CHN.4_1
163,China,20-02-25,Fujian,1.0,,CHN.4_1
164,China,20-02-26,Fujian,0.0,,CHN.4_1
165,China,20-02-27,Fujian,2.0,,CHN.4_1
166,China,20-02-28,Fujian,0.0,,CHN.4_1
167,China,20-02-29,Fujian,0.0,,CHN.4_1
168,China,20-03-01,Fujian,0.0,,CHN.4_1
169,China,20-03-02,Fujian,0.0,,CHN.4_1
170,China,20-03-03,Fujian,0.0,,CHN.4_1
171,China,20-03-04,Fujian,0.0,,CHN.4_1
172,China,20-03-05,Fujian,0.0,,CHN.4_1
173,China,20-03-06,Fujian,0.0,,CHN.4_1
174,China,20-03-07,Fujian,0.0,,CHN.4_1
175,China,20-03-08,Fujian,0.0,,CHN.4_1
176,China,20-03-09,Fujian,0.0,,CHN.4_1
177,China,20-03-10,Fujian,0.0,,CHN.4_1
178,China,20-03-11,Fujian,0.0,,CHN.4_1
179,China,20-03-12,Fujian,0.0,,CHN.4_1
180,China,20-03-13,Fujian,0.0,,CHN.4_1
181,China,20-03-14,Fujian,0.0,,CHN.4_1
182,China,20-03-15,Fujian,0.0,,CHN.4_1
183,China,20-02-01,Gansu,35.0,,CHN.5_1
184,China,20-02-02,Gansu,10.0,,CHN.5_1
185,China,20-02-03,Gansu,6.0,,CHN.5_1
186,China,20-02-04,Gansu,5.0,,CHN.5_1
187,China,20-02-05,Gansu,1.0,,CHN.5_1
188,China,20-02-06,Gansu,5.0,,CHN.5_1
189,China,20-02-07,Gansu,8.0,,CHN.5_1
190,China,20-02-08,Gansu,1.0,,CHN.5_1
191,China,20-02-09,Gansu,10.0,,CHN.5_1
192,China,20-02-10,Gansu,4.0,,CHN.5_1
193,China,20-02-11,Gansu,1.0,,CHN.5_1
194,China,20-02-12,Gansu,0.0,,CHN.5_1
195,China,20-02-13,Gansu,1.0,,CHN.5_1
196,China,20-02-14,Gansu,3.0,,CHN.5_1
197,China,20-02-15,Gansu,0.0,,CHN.5_1
198,China,20-02-16,Gansu,0.0,,CHN.5_1
199,China,20-02-17,Gansu,1.0,,CHN.5_1
200,China,20-02-18,Gansu,0.0,,CHN.5_1
201,China,20-02-19,Gansu,0.0,,CHN.5_1
202,China,20-02-20,Gansu,0.0,,CHN.5_1
203,China,20-02-21,Gansu,0.0,,CHN.5_1
204,China,20-02-22,Gansu,0.0,,CHN.5_1
205,China,20-02-23,Gansu,0.0,,CHN.5_1
206,China,20-02-24,Gansu,0.0,,CHN.5_1
207,China,20-02-25,Gansu,0.0,,CHN.5_1
208,China,20-02-26,Gansu,0.0,,CHN.5_1
209,China,20-02-27,Gansu,0.0,,CHN.5_1
210,China,20-02-28,Gansu,0.0,,CHN.5_1
211,China,20-02-29,Gansu,0.0,,CHN.5_1
212,China,20-03-01,Gansu,0.0,,CHN.5_1
213,China,20-03-02,Gansu,0.0,,CHN.5_1
214,China,20-03-03,Gansu,0.0,,CHN.5_1
215,China,20-03-04,Gansu,0.0,,CHN.5_1
216,China,20-03-05,Gansu,0.0,,CHN.5_1
217,China,20-03-06,Gansu,11.0,,CHN.5_1
218,China,20-03-07,Gansu,17.0,,CHN.5_1
219,China,20-03-08,Gansu,1.0,,CHN.5_1
220,China,20-03-09,Gansu,4.0,,CHN.5_1
221,China,20-03-10,Gansu,0.0,,CHN.5_1
222,China,20-03-11,Gansu,1.0,,CHN.5_1
223,China,20-03-12,Gansu,2.0,,CHN.5_1
224,China,20-03-13,Gansu,0.0,,CHN.5_1
225,China,20-03-14,Gansu,2.0,,CHN.5_1
226,China,20-03-15,Gansu,3.0,,CHN.5_1
227,China,20-01-21,Guangdong,14.0,,CHN.6_1
228,China,20-01-22,Guangdong,3.0,,CHN.6_1
229,China,20-01-23,Guangdong,9.0,,CHN.6_1
230,China,20-01-24,Guangdong,6.0,,CHN.6_1
231,China,20-02-01,Guangdong,488.0,,CHN.6_1
232,China,20-02-02,Guangdong,84.0,,CHN.6_1
233,China,20-02-03,Guangdong,79.0,,CHN.6_1
234,China,20-02-04,Guangdong,114.0,,CHN.6_1
235,China,20-02-05,Guangdong,73.0,,CHN.6_1
236,China,20-02-06,Guangdong,74.0,,CHN.6_1
237,China,20-02-07,Guangdong,74.0,,CHN.6_1
